"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"793","LOC105668075","gene2903","histone-lysine N-methyltransferase trithorax",13442
"6802","LOC105674084","gene8312","atrial natriuretic peptide-converting enzyme",9037.5
"5634","LOC105672916","gene7287","E3 ubiquitin-protein ligase SIAH1-like",5565
"5532","LOC105672814","gene7281","pre-mRNA-processing factor 39-like",1281
"10399","LOC105677680","gene11698","ankyrin repeat domain-containing protein 17",11509.5
"508","LOC105667790","gene2658","putative tyrosine-protein kinase Wsck",3168
"8930","LOC105676211","gene10343","uncharacterized LOC105676211",1248
"9180","LOC105676461","gene10340","piezo-type mechanosensitive ion channel component",8229.66666666667
"9082","LOC105676363","gene10612","netrin-1-like",2986
"8935","LOC105676216","gene10348","putative gustatory receptor 2a",1269
"9257","LOC105676538","gene10618","serine/threonine-protein phosphatase 4 regulatory subunit 3",4397.66666666667
"10739","LOC105678020","gene11965","golgin subfamily A member 1",2766
"10737","LOC105678018","gene11966","tyrosine-protein kinase PR2",5682.4
"10745","LOC105678026","gene11961","26S proteasome non-ATPase regulatory subunit 5",2220
"3031","LOC105670313","gene4898","ubiquitin-protein ligase E3A",3653.75
"3032","LOC105670314","gene4899","RISC-loading complex subunit tarbp2-like",1344
"3006","LOC105670288","gene4894","eye-specific diacylglycerol kinase",6153.33333333333
"3046","LOC105670328","gene4895","cytoplasmic dynein 2 heavy chain 1",12462
"3037","LOC105670319","gene4897","sodium- and chloride-dependent glycine transporter 1",3093
"6860","LOC105674142","gene8409","NF-X1-type zinc finger protein NFXL1",3329.5
"6850","LOC105674132","gene8408","neuroligin-4, Y-linked",3578
"7462","LOC105674743","gene8959","uncharacterized LOC105674743",2633.33333333333
"7461","LOC105674742","gene8958","WD repeat domain phosphoinositide-interacting protein 3",2187
"6851","LOC105674133","gene8407","neurogenic protein big brain",2539
"291","LOC105667573","gene2444","monocarboxylate transporter 9-like",3602
"5431","LOC105672713","gene7126","RNA-binding protein squid",1554.53846153846
"289","LOC105667571","gene2443","putative golgin subfamily A member 6-like protein 6",1887
"288","LOC105667570","gene2442","uncharacterized protein PF11_0207-like",1359
"178","LOC105667460","gene2339","uncharacterized LOC105667460",1464
"381","LOC105667663","gene2449","uncharacterized LOC105667663",5495
"382","LOC105667664","gene2448","trafficking protein particle complex subunit 8",4727.5
"4789","LOC105672071","gene6535","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",3996.4
"4754","LOC105672036","gene6531","uncharacterized LOC105672036",3940.5
"4767","LOC105672049","gene6538","serine/threonine-protein phosphatase 6 regulatory subunit 3",4241.5
"1050","LOC105668332","gene3243","uncharacterized LOC105668332",4859
"10879","LOC105678160","gene12111","transcription factor HIVEP3",10328.5
"10917","LOC105678198","gene12119","cell cycle control protein 50A",1651
"10901","LOC105678182","gene12118","epsin-2",4461.1052631579
"11582","LOC105678863","gene12730","uncharacterized LOC105678863",5549
"1626","LOC105668908","gene3651","uncharacterized LOC105668908",4036.07692307692
"1847","LOC105669129","gene3846","splicing factor U2AF 50 kDa subunit",1949.75
"1266","LOC105668548","gene3316","sodium/hydrogen exchanger 8",3323
"1256","LOC105668538","gene3314","mucin-4",9947.6
"1268","LOC105668550","gene3312","protein zyg-11 homolog B-like",2945.6
"1253","LOC105668535","gene3311","polyadenylate-binding protein 2-B",866
"1259","LOC105668541","gene3318","SRSF protein kinase 1",5376.75
"9411","LOC105676692","gene10745","uncharacterized LOC105676692",6581
"12053","LOC105679334","gene1445","outer dense fiber protein 3B-like",703
"12082","LOC105679363","gene1446","sodium channel protein Nach-like",2061
"12088","LOC105679369","gene1447","transient receptor potential cation channel trpm",9509
"12101","LOC105679382","gene1440","solute carrier family 2, facilitated glucose transporter member 1-like",2085.66666666667
"503","LOC105667785","gene2710","uncharacterized LOC105667785",687.666666666667
"12084","LOC105679365","gene1449","solute carrier family 35 member B1",2037
"1161","LOC105668443","gene3179","protein atonal homolog 8",2406
"2890","LOC105670172","gene4789","amyloid beta A4 precursor protein-binding family B member 2-like",5833.75
"1140","LOC105668422","gene3173","proto-oncogene tyrosine-protein kinase receptor Ret",5558
"1183","LOC105668465","gene3170","uncharacterized protein CG43867",4771.75
"2869","LOC105670151","gene4780","BAI1-associated protein 3",6959
"2871","LOC105670153","gene4782","GTP-binding protein RAD",4553
"2870","LOC105670152","gene4783","POU domain, class 6, transcription factor 1",3533
"1633","LOC105668915","gene3655","galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P-like",4692
"6783","LOC105674065","gene8378","uncharacterized LOC105674065",4506
"3970","LOC105671252","gene5787","amyloid protein-binding protein 2",2348
"3972","LOC105671254","gene5784","putative fatty acyl-CoA reductase CG8306",1979
"3971","LOC105671253","gene5783","putative fatty acyl-CoA reductase CG5065",4369
"3974","LOC105671256","gene5781","CUE domain-containing protein 2",1907
"3966","LOC105671248","gene5789","zinc finger FYVE domain-containing protein 1-like",2840
"8267","LOC105675548","gene9540","uncharacterized LOC105675548",4739
"865","LOC105668147","gene2940","serine/threonine-protein phosphatase 6 catalytic subunit",1711
"861","LOC105668143","gene2941","dynamin",4086.08333333333
"863","LOC105668145","gene2945","DNA-directed RNA polymerase I subunit RPA2",3655
"835","LOC105668117","gene2946","",221.555555555556
"854","LOC105668136","gene2948","F-box only protein 21-like",1889
"2214","LOC105669496","gene4245","mediator of RNA polymerase II transcription subunit 15-like",5188
"3715","LOC105670997","gene5553","enhancer of split mgamma protein-like",1780.83333333333
"9898","LOC105677179","gene11209","MTSS1-like protein",5249
"10557","LOC105677838","gene11756","5'-3' exoribonuclease 2 homolog",2923.33333333333
"10518","LOC105677799","gene11750","tyrosine-protein phosphatase corkscrew",2076.75
"9256","LOC105676537","gene10400","abhydrolase domain-containing protein 2",2685.33333333333
"9350","LOC105676631","gene10407","G patch domain-containing protein 4",2034
"9020","LOC105676301","gene10409","WD repeat, SAM and U-box domain-containing protein 1-like",5248.2
"9027","LOC105676308","gene10408","beta-1,3-galactosyltransferase 1-like",2610
"8776","LOC105676057","gene10155","etoposide-induced protein 2.4 homolog",1352
"8780","LOC105676061","gene10154","UDP-glucose 6-dehydrogenase",1897
"8749","LOC105676030","gene10150","FH1/FH2 domain-containing protein 3",8546.91666666667
"7320","LOC105674602","gene8882","uncharacterized LOC105674602",8383
"6968","LOC105674250","gene8501","SPARC-related modular calcium-binding protein 2",2528
"10420","LOC105677701","gene1206","N-alpha-acetyltransferase 25, NatB auxiliary subunit",3518
"10463","LOC105677744","gene1207","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16",3799
"10483","LOC105677764","gene1200","tetraspanin-7-like",2739
"4549","LOC105671831","gene6341","RNA pseudouridylate synthase domain-containing protein 1-like",1512
"7394","LOC105674675","gene908","homeotic protein Sex combs reduced",5662
"9731","LOC105677012","gene1144","uncharacterized LOC105677012",247
"7964","LOC105675245","gene9438","zinc finger SWIM domain-containing protein 7-like",739
"7962","LOC105675243","gene9431","mannose-1-phosphate guanyltransferase alpha",2069
"7969","LOC105675250","gene9435","LIM domain only protein 3-like",6484
"7968","LOC105675249","gene9434","LIM domain only protein 3-like",1358.5
"7979","LOC105675260","gene9437","uncharacterized LOC105675260",3275
"7646","LOC105674927","gene9127","protein shisa-5-like",882
"7618","LOC105674899","gene9126","axin",5330.71428571429
"7589","LOC105674870","gene9120","myosin heavy chain 95F",4868
"7617","LOC105674898","gene9129","protein kinase C",4711
"7620","LOC105674901","gene9128","unconventional myosin-X-like",7260.66666666667
"7990","LOC105675271","gene9548","homeobox protein B-H1",2182
"4159","LOC105671441","gene635","T-box transcription factor TBX1-A-like",2627
"4165","LOC105671447","gene634","serine/threonine-protein phosphatase alpha-2 isoform",2630
"4253","LOC105671535","gene637","nuclear factor related to kappa-B-binding protein",5119.25
"4153","LOC105671435","gene636","ataxin-2 homolog",4855
"6944","LOC105674226","gene8505","la-related protein 1B",6713.75
"19","LOC105667301","gene2206","putative nuclease HARBI1",1002
"1065","LOC105668347","gene3002","decaprenyl-diphosphate synthase subunit 1",2468
"2280","LOC105669562","gene4196","CREB-binding protein",11553
"1037","LOC105668319","gene3266","carboxypeptidase D-like",6207
"658","LOC105667940","gene2788","protein Wnt-5b-like",1308
"2824","LOC105670106","gene4734","polypeptide N-acetylgalactosaminyltransferase 2",5919.5
"669","LOC105667951","gene2781","ras GTPase-activating-like protein IQGAP1",6118
"662","LOC105667944","gene2787","uncharacterized LOC105667944",3925.66666666667
"2808","LOC105670090","gene4731","gastrula zinc finger protein XlCGF46.1-like",2221
"4699","LOC105671981","gene6497","uncharacterized LOC105671981",4781.875
"384","LOC105667666","gene2531","uncharacterized LOC105667666",3947
"2401","LOC105669683","gene4362","uncharacterized serine-rich protein C215.13",3325
"2820","LOC105670102","gene4732","POU domain protein 2-like",7227.5
"930","LOC105668212","gene3008","F-box only protein 28",3197.33333333333
"5261","LOC105672543","gene7015","growth arrest-specific protein 8",1947
"6660","LOC105673942","gene8195","zinc finger protein 665-like",3627
"12883","LOC105680164","gene2169","uncharacterized LOC105680164",3243
"12881","LOC105680162","gene2166","mucin-5AC",3022
"12878","LOC105680159","gene2167","polypeptide N-acetylgalactosaminyltransferase 5",4076.5
"12877","LOC105680158","gene2163","proton-coupled amino acid transporter 1-like",3735
"12867","LOC105680148","gene2160","zinc finger protein 260-like",3488.66666666667
"12882","LOC105680163","gene2161","AP-3 complex subunit delta-1",5289.5
"12700","LOC105679981","gene2027","diacylglycerol kinase theta",4497.5
"12703","LOC105679984","gene2026","AP-1 complex subunit sigma-2",1122.5
"1779","LOC105669061","gene3780","5'-nucleotidase domain-containing protein 1-like",2047
"1776","LOC105669058","gene3782","calponin homology domain-containing protein DDB_G0272472",5915
"2318","LOC105669600","gene4248","nodal modulator 3",4319.5
"2409","LOC105669691","gene4361","breast cancer type 2 susceptibility protein homolog",6076
"11302","LOC105678583","gene12320","uncharacterized LOC105678583",767
"8163","LOC105675444","gene9468","uncharacterized LOC105675444",1965.5
"7246","LOC105674528","gene8876","claspin homolog",4822
"4485","LOC105671767","gene6227","high affinity copper uptake protein 1-like",1717
"7248","LOC105674530","gene8874","protein cramped",3243.66666666667
"7987","LOC105675268","gene9469","uncharacterized LOC105675268",3778
"2786","LOC105670068","gene4643","uncharacterized LOC105670068",2962.5
"2742","LOC105670024","gene4644","uncharacterized LOC105670024",10455
"2744","LOC105670026","gene4647","uncharacterized LOC105670026",3034
"2778","LOC105670060","gene4648","transport and Golgi organization protein 1",4656
"8956","LOC105676237","gene10599","uncharacterized LOC105676237",3229
"12597","LOC105679878","gene1927","mediator of RNA polymerase II transcription subunit 26",2071.55555555556
"12550","LOC105679831","gene1923","exportin-2",3297
"12552","LOC105679833","gene1922","syntenin-1-like",1521
"12551","LOC105679832","gene1921","polypeptide N-acetylgalactosaminyltransferase 35A",2321
"12561","LOC105679842","gene1929","ras-like protein 2",3669.5
"9141","LOC105676422","gene10594","DNA ligase 1-like",2729
"3226","LOC105670508","gene5170","DNA-directed RNA polymerase III subunit RPC5",1739
"3240","LOC105670522","gene5172","putative zinc finger protein 724",2973
"3087","LOC105670369","gene4997","cuticle protein 19-like",1250.75
"7841","LOC105675122","gene9333","serine/threonine-protein kinase MARK2-like",6757.84615384615
"2300","LOC105669582","gene4250","uncharacterized LOC105669582",4304
"2301","LOC105669583","gene4255","uncharacterized LOC105669583",1378
"8160","LOC105675441","gene9471","GPI ethanolamine phosphate transferase 3",3917.25
"3083","LOC105670365","gene4993","UPF0586 protein C9orf41 homolog",2067
"9054","LOC105676335","gene10360","voltage-dependent L-type calcium channel subunit beta-2",10384.1
"9240","LOC105676521","gene10364","LIM domain-containing protein jub",4362.5
"9241","LOC105676522","gene10366","angiotensin-converting enzyme-like",1763
"8938","LOC105676219","gene10367","coiled-coil domain-containing protein 113",1245
"10726","LOC105678007","gene11942","cytochrome P450 6k1-like",3099.22222222222
"10167","LOC105677448","gene11413","myeloid differentiation primary response protein MyD88-A-like",1883.5
"10728","LOC105678009","gene11946","synaptotagmin-14",3348.66666666667
"10723","LOC105678004","gene11945","nucleosome-remodeling factor subunit NURF301",11533.25
"7579","LOC105674860","gene9082","odorant receptor 63a-like",1757
"6402","LOC105673684","gene8005","bifunctional coenzyme A synthase",2105
"8714","LOC105675995","gene10091","N-terminal kinase-like protein",2751.33333333333
"6090","LOC105673372","gene7698","uncharacterized LOC105673372",5070
"6139","LOC105673421","gene7692","uncharacterized LOC105673421",1752
"6030","LOC105673312","gene7697","synaptotagmin 1-like",1841
"6038","LOC105673320","gene7695","pancreatic lipase-related protein 2",1446
"6034","LOC105673316","gene7694","vesicular glutamate transporter 1",2639
"8472","LOC105675753","gene9843","abhydrolase domain-containing protein 4",2155
"8469","LOC105675750","gene9844","uncharacterized LOC105675750",2902.5
"8475","LOC105675756","gene9845","ras-related protein Rab-5C",1081.5
"8497","LOC105675778","gene9847","serine/threonine-protein kinase 10-like",4497
"8466","LOC105675747","gene9849","voltage-dependent calcium channel type A subunit alpha-1",7818.44444444444
"8064","LOC105675345","gene9594","putative protein tag-278",5324.5
"8065","LOC105675346","gene9595","G patch domain-containing protein 1 homolog",3297
"8285","LOC105675566","gene9592","uncharacterized LOC105675566",6180
"8316","LOC105675597","gene9590","importin-4-like",4647
"8291","LOC105675572","gene9591","adenylate cyclase type 2-like",5693.83333333333
"9278","LOC105676559","gene10444","general transcription factor 3C polypeptide 1",6888
"3274","LOC105670556","gene5123","uncharacterized LOC105670556",5157.5
"3271","LOC105670553","gene5122","disintegrin and metalloproteinase domain-containing protein 11",4593.58333333333
